candidate_label,mean_knn_distance
AHA_Plate008_013006,0.0013270974
ALB_Plate023_2_014017,0.0013190508
AEB_Plate002_016023,0.0013182461
AHA_Plate007_2_001022,0.0013180434
ALB_Plate023_2_016023,0.0013179302
AEB_Plate001_002013,0.0013172865
AEB_Plate042_002017,0.0013172745
AEB_Plate008_006001,0.0013137996
ALB_Plate003_002003,0.0013130307
ALB_Plate022_1_005023,0.0013127744
AEC_Plate016_004001,0.0013108909
AEB_Plate023_010023,0.0013093114
AEB_Plate035_2_016017,0.0013074517
AEB_Plate007_004004,0.0013062775
AHA_Plate001_1_010013,0.0013052464
ALB_Plate022_1_005002,0.0013014376
ALB_Plate002_2_013020,0.0012944341
AEC_Plate030_1_014023,0.00128932
AHA_Plate010_001003,0.0012883723
AHA_Plate001_1_005023,0.0012864291
ALB_Plate025_005023,0.00128479
AHA_Plate001_2_005021,0.0012773157
ALB_Plate021_005024,0.001275283
AEB_Plate044_005023,0.0012741626
AHA_Plate005_016023,0.0012739717
ALB_Plate002_1_005011,0.0012739539
ALB_Plate024_002022,0.0012726604
AEB_Plate023_013023,0.0012703955
AEB_Plate021_004023,0.001269412
AHA_Plate001_1_005021,0.0012687861
AHA_Plate009_2_004001,0.0012659908
AEC_Plate003_003008,0.0012657822
AEC_Plate026_2_004024,0.0012636005
ALB_Plate004_011004,0.0012599528
ALB_Plate001_1_016001,0.0012577295
AHA_Plate001_2_010013,0.0012554169
ALB_Plate022_2_001008,0.0012533187
AEC_Plate017_004023,0.0012491525
AEB_Plate018_007017,0.0012490153
ALB_Plate023_2_005002,0.0012485266
ALB_Plate021_004013,0.0012478412
AHA_Plate011_1_004002,0.0012476027
ALB_Plate023_2_016001,0.001246345
ALB_Plate022_2_006021,0.0012432575
AEB_Plate020_005024,0.001237601
ALB_Plate001_1_001014,0.0012353838
ALB_Plate002_2_012011,0.0012302876
AEB_Plate019_014023,0.0012278438
AHA_Plate001_2_011005,0.001227498
AEB_Plate014_010016,0.0012256622
AHA_Plate001_2_005010,0.0012248338
AEC_Plate028_005002,0.0012215078
ALB_Plate001_1_016023,0.0012176335
AEB_Plate023_003024,0.001213622
AEC_Plate002_005024,0.0012133181
AHA_Plate004_013024,0.0012110055
AHA_Plate009_1_005007,0.0012101888
ALB_Plate011_2_014022,0.0012096465
ALB_Plate018_001020,0.001207745
ALB_Plate011_1_012005,0.0012072861
ALB_Plate017_004010,0.0012058199
ALB_Plate018_016015,0.0012044013
ALB_Plate001_2_016024,0.0012019693
ALB_Plate022_2_014009,0.0012016296
ALB_Plate001_1_009006,0.0012001038
AEB_Plate023_004002,0.0011983097
ALB_Plate003_006024,0.001197499
AEC_Plate023_008015,0.0011922776
AHA_Plate011_2_004024,0.0011921525
AEC_Plate030_2_006024,0.0011916697
AEB_Plate060_013023,0.0011881351
AHA_Plate007_1_013006,0.0011813641
ALB_Plate003_002006,0.001179719
ALB_Plate022_2_002024,0.0011795282
AHA_Plate003_014019,0.0011777639
AEB_Plate057_004023,0.0011763036
AEC_Plate001_004003,0.0011734248
ALB_Plate012_001003,0.0011722684
AEC_Plate030_1_007017,0.0011681796
ALB_Plate025_005024,0.0011657417
AEC_Plate030_2_007017,0.0011648058
ALB_Plate011_1_011004,0.0011646748
ALB_Plate023_1_005023,0.0011595606
ALB_Plate023_1_005002,0.0011576653
ALB_Plate015_012012,0.0011549294
AHA_Plate003_016001,0.0011511147
AHA_Plate011_1_014023,0.0011509896
AHA_Plate001_2_001007,0.0011498451
AHA_Plate009_2_005024,0.0011495948
AEC_Plate003_016024,0.0011494398
AEB_Plate046_003004,0.001149249
ALB_Plate018_005015,0.0011474371
AEB_Plate043_016002,0.0011471271
ALB_Plate025_015008,0.001145035
AEC_Plate017_004002,0.0011431277
AHA_Plate011_1_014024,0.0011396527
AEC_Plate028_008006,0.0011389672
AHA_Plate011_1_006002,0.0011372507
ALB_Plate002_2_009020,0.0011361539
AEC_Plate023_013023,0.00113433
ALB_Plate022_1_016008,0.0011331558
ALB_Plate023_2_004005,0.0011330604
ALB_Plate023_1_016010,0.0011319459
ALB_Plate022_1_016023,0.0011295974
AHA_Plate009_1_010023,0.0011274635
ALB_Plate023_2_016010,0.0011252165
AEB_Plate033_014008,0.0011229515
ALB_Plate023_2_013021,0.001121676
ALB_Plate003_004004,0.0011198043
ALB_Plate023_2_016024,0.001119572
ALB_Plate016_016022,0.001118809
AHA_Plate009_1_015003,0.001118046
ALB_Plate003_016004,0.0011171997
ALB_Plate004_013004,0.0011169374
AEC_Plate001_005023,0.0011167824
AHA_Plate005_010005,0.0011158526
AHA_Plate001_1_005002,0.0011144995
AEC_Plate028_005024,0.0011089385
AHA_Plate001_2_016023,0.0011046946
ALB_Plate001_1_015019,0.0011030734
AHA_Plate001_2_014004,0.0011009395
ALB_Plate022_1_005024,0.0011008561
AHA_Plate007_2_014018,0.0010999202
AHA_Plate001_2_009007,0.0010982096
AEC_Plate001_005002,0.0010976314
AEB_Plate029_2_012018,0.0010974348
AEB_Plate007_003010,0.0010972202
ALB_Plate022_2_012011,0.0010951937
AHA_Plate007_1_006019,0.0010909319
ALB_Plate001_2_016021,0.0010897338
AHA_Plate009_1_003008,0.0010891855
AEB_Plate008_008007,0.0010840058
ALB_Plate009_006003,0.0010828674
ALB_Plate003_004021,0.0010826945
AEB_Plate023_004024,0.0010822534
AEB_Plate012_004002,0.001080513
ALB_Plate009_004012,0.0010789752
ALB_Plate010_1_006020,0.0010782421
AEC_Plate023_004024,0.00107494
AHA_Plate001_2_014001,0.0010736227
ALB_Plate010_2_002003,0.0010719777
ALB_Plate001_2_012020,0.0010718585
ALB_Plate001_2_008011,0.0010685623
ALB_Plate010_2_003020,0.0010663748
AHA_Plate001_2_016002,0.0010634959
ALB_Plate001_2_016023,0.0010633289
ALB_Plate005_014023,0.0010622323
AEB_Plate025_005001,0.0010602415
AHA_Plate001_2_011011,0.0010586738
ALB_Plate002_2_010010,0.0010583221
AEB_Plate001_016002,0.0010555566
ALB_Plate006_009014,0.0010454118
AEC_Plate030_2_008003,0.0010448515
AHA_Plate008_001015,0.0010444283
AEB_Plate023_012015,0.001043278
ALB_Plate001_2_013021,0.0010391593
ALB_Plate002_2_001022,0.0010382772
ALB_Plate011_2_012021,0.0010378361
ALB_Plate023_2_001011,0.001035595
AHA_Plate009_2_012007,0.0010353804
AEC_Plate005_013004,0.0010336519
ALB_Plate022_2_003005,0.0010332942
AHA_Plate001_1_006002,0.0010307968
ALB_Plate012_003012,0.0010264873
AHA_Plate004_004004,0.0010259986
ALB_Plate001_2_009021,0.0010249257
AEC_Plate002_002019,0.0010241747
AHA_Plate008_011015,0.0010204136
AEB_Plate009_015017,0.0010201276
ALB_Plate022_2_009019,0.0010137439
ALB_Plate023_2_008003,0.0010121524
ALB_Plate011_2_005014,0.0010119975
AHA_Plate002_008005,0.0010110975
AHA_Plate001_2_006024,0.0010106743
AEC_Plate006_005001,0.0010100007
ALB_Plate022_2_010011,0.0010076404
ALB_Plate022_2_016001,0.0010069013
AEC_Plate022_004024,0.0010057867
AHA_Plate001_1_011005,0.0010051429
ALB_Plate023_1_014017,0.0010048508
AEC_Plate021_013011,0.0010045886
AHA_Plate008_014019,0.0010026693
ALB_Plate022_1_006011,0.0010023534
ALB_Plate009_005009,0.0010022223
ALB_Plate024_002010,0.0010017693
AHA_Plate007_1_016013,0.001001656
AEB_Plate025_003024,0.0010003329
AHA_Plate007_1_004020,0.0009998679
ALB_Plate023_1_016024,0.0009998381
ALB_Plate020_004024,0.0009958387
AHA_Plate009_1_011008,0.0009956479
AEB_Plate004_016024,0.0009945274
AHA_Plate003_002010,0.0009932279
ALB_Plate002_1_013013,0.0009925484
AEB_Plate033_015006,0.0009925008
ALB_Plate022_2_002023,0.000991273
AEB_Plate008_001004,0.0009908378
ALB_Plate016_014023,0.000989163
ALB_Plate011_2_011004,0.0009866178
AEB_Plate001_012004,0.0009831786
AEB_Plate025_007002,0.0009827912
ALB_Plate023_1_006005,0.0009818316
AEB_Plate024_004002,0.000981754
ALB_Plate003_007020,0.0009812831
AEC_Plate023_004002,0.000979954
AEC_Plate026_2_013001,0.0009796619
ALB_Plate012_006018,0.0009784817
AEB_Plate061_016022,0.0009781182
ALB_Plate025_005002,0.0009774268
ALB_Plate005_003022,0.0009773374
ALB_Plate002_2_013012,0.00097655656
AHA_Plate001_2_013019,0.00097561476
AHA_Plate009_2_005001,0.00097456574
ALB_Plate007_006010,0.0009739995
ALB_Plate003_006023,0.000973922
AHA_Plate008_011003,0.0009738207
ALB_Plate004_001004,0.0009725988
AHA_Plate011_2_005002,0.00097258686
ALB_Plate008_002010,0.00097249745
ALB_Plate022_2_014005,0.0009722829
AEB_Plate059_015019,0.00097133516
ALB_Plate024_013008,0.00097028614
AHA_Plate009_2_014001,0.00096722844
ALB_Plate010_2_011018,0.00096502306
ALB_Plate010_2_004003,0.0009637475
AHA_Plate006_014011,0.00096352695
ALB_Plate010_2_013018,0.0009559214
ALB_Plate011_2_008005,0.0009558916
AEC_Plate008_005001,0.00095552206
AHA_Plate008_009005,0.00095549226
AHA_Plate001_1_004002,0.0009554803
AEB_Plate029_2_001016,0.0009551823
ALB_Plate016_006018,0.0009541452
ALB_Plate022_2_016002,0.00095406175
AEB_Plate005_003020,0.0009539485
ALB_Plate023_1_005001,0.0009537637
ALB_Plate010_2_009012,0.00095333456
ALB_Plate024_005024,0.0009515643
ALB_Plate001_2_003005,0.000950551
ALB_Plate021_005023,0.0009466231
AHA_Plate004_008010,0.0009460151
ALB_Plate001_1_010008,0.0009457469
ALB_Plate002_2_005011,0.0009453952
ALB_Plate011_2_013008,0.0009445429
AEB_Plate009_013004,0.00094395876
ALB_Plate011_2_002007,0.00094223616
AEB_Plate022_013024,0.0009395778
AEB_Plate021_014001,0.00093925
AEB_Plate015_008016,0.0009384036
AEC_Plate002_004022,0.0009365797
AEB_Plate030_1_007012,0.0009365439
AHA_Plate001_1_005024,0.0009362817
AEB_Plate058_005001,0.00093577505
ALB_Plate020_004023,0.00093519094
AHA_Plate002_005018,0.00093420147
ALB_Plate011_1_002018,0.00093331933
AEB_Plate032_008011,0.00093327166
AEB_Plate006_006007,0.00093302724
AEC_Plate032_016023,0.0009324133
AEC_Plate023_004001,0.0009280026
AHA_Plate001_1_006001,0.0009274006
AHA_Plate010_005019,0.0009267032
ALB_Plate021_015022,0.00092490914
AEB_Plate057_006001,0.00092390773
AHA_Plate001_1_005001,0.00092145207
AHA_Plate001_2_009016,0.00092132686
ALB_Plate022_2_011008,0.0009204328
AHA_Plate001_2_003011,0.0009200573
AHA_Plate001_1_004023,0.0009177625
AEC_Plate027_004023,0.0009165406
ALB_Plate001_1_011011,0.0009155393
AHA_Plate001_1_006024,0.00091549754
AEC_Plate029_005002,0.00091526506
ALB_Plate023_2_009019,0.00091504457
ALB_Plate022_2_002021,0.00091450213
AHA_Plate004_002008,0.000913918
AHA_Plate009_2_004023,0.0009123087
ALB_Plate002_1_012011,0.00090635417
ALB_Plate011_2_008021,0.00090492365
ALB_Plate023_1_012017,0.00090081093
ALB_Plate001_2_014004,0.000899291
AEB_Plate024_004024,0.000897038
AEB_Plate032_005014,0.0008968174
AEB_Plate044_003016,0.00089595915
AEB_Plate011_004021,0.00089583994
AEB_Plate029_2_016024,0.00089418294
AEB_Plate021_005002,0.00089406373
AEB_Plate057_005001,0.0008928776
AEC_Plate010_008018,0.00089204905
ALB_Plate008_014017,0.00089159014
AEB_Plate040_006021,0.00089120865
AHA_Plate009_1_003004,0.00089004636
AHA_Plate001_1_006023,0.0008882821
AEB_Plate030_1_009009,0.0008879125
AEB_Plate023_004001,0.0008878231
AEB_Plate019_006009,0.0008859396
ALB_Plate023_2_009008,0.00088520645
AEC_Plate030_2_012009,0.0008850157
AEC_Plate026_2_004001,0.0008836269
AEC_Plate001_005001,0.00088173745
ALB_Plate001_1_002014,0.0008780837
AEB_Plate037_001022,0.00087758305
AHA_Plate007_1_001005,0.0008757591
AEB_Plate013_1_001015,0.0008756399
AHA_Plate001_1_001007,0.00087557436
AEB_Plate021_014002,0.00087501406
AEC_Plate019_004002,0.00087475183
AHA_Plate001_2_005011,0.0008747101
ALB_Plate021_016019,0.0008736312
ALB_Plate002_1_006005,0.000872463
AEB_Plate030_2_011012,0.00087224843
AEC_Plate026_2_004018,0.0008717656
ALB_Plate011_2_014005,0.0008715093
AHA_Plate009_1_014024,0.0008708894
AHA_Plate001_1_011011,0.00086967944
ALB_Plate010_2_008015,0.00086913706
AHA_Plate001_2_001003,0.0008690298
AEB_Plate035_1_007012,0.0008682072
AHA_Plate009_1_005003,0.0008670509
ALB_Plate001_1_016021,0.0008667886
AEB_Plate051_008023,0.00086392165
AHA_Plate011_1_004024,0.00086360576
AEC_Plate027_004001,0.000862509
AHA_Plate010_013011,0.0008579433
AEB_Plate029_1_010006,0.00085732935
AHA_Plate004_012022,0.00085669756
AEC_Plate029_005024,0.00085586903
AEB_Plate061_016015,0.0008552253
AEC_Plate026_2_004023,0.0008534491
AEB_Plate019_004001,0.00085241796
AEC_Plate026_2_013024,0.0008523941
AEB_Plate035_1_016017,0.0008523762
AEB_Plate021_004024,0.00085226895
AEC_Plate024_004023,0.0008520007
AHA_Plate009_1_015006,0.0008518815
ALB_Plate016_010006,0.0008506238
AEC_Plate020_004001,0.00084786414
AHA_Plate001_1_005010,0.0008477092
AHA_Plate001_2_011009,0.0008473039
AEB_Plate018_004002,0.00084603427
ALB_Plate024_016023,0.0008453727
AHA_Plate001_1_001003,0.000843519
ALB_Plate021_004002,0.00084323285
AEC_Plate006_016012,0.0008417964
AHA_Plate009_1_011005,0.00084084866
AHA_Plate008_001003,0.0008407772
AEB_Plate021_012006,0.00083985925
AEC_Plate026_1_004018,0.00083945395
ALB_Plate011_1_005012,0.00083904265
ALB_Plate021_001018,0.0008360565
ALB_Plate002_1_007023,0.00083589554
ALB_Plate010_2_009018,0.00083580613
AEB_Plate007_001001,0.000835532
ALB_Plate023_1_016023,0.0008353889
AEC_Plate006_006024,0.00083447096
AEC_Plate028_004024,0.0008330524
ALB_Plate021_004023,0.000832504
ALB_Plate011_2_016010,0.0008319557
AEB_Plate041_006001,0.00083187816
AHA_Plate001_2_015014,0.0008318007
AHA_Plate009_1_012007,0.00083132985
AEC_Plate017_004001,0.00083010196
AHA_Plate003_012010,0.0008300006
AEB_Plate057_006002,0.00082856417
ALB_Plate022_1_016001,0.0008274078
AEB_Plate057_005002,0.0008271873
AEB_Plate001_016023,0.00082603097
AEB_Plate035_1_005008,0.0008254945
ALB_Plate002_2_016023,0.0008245587
AEB_Plate030_2_002003,0.00082363485
AEC_Plate001_005024,0.00082270504
ALB_Plate022_2_014002,0.0008224845
AHA_Plate010_016001,0.0008211493
AEC_Plate023_011009,0.0008207679
ALB_Plate021_008008,0.00081995723
AEC_Plate020_004002,0.00081982615
AHA_Plate002_016001,0.0008191705
AEC_Plate032_008009,0.0008186996
ALB_Plate013_013008,0.0008173406
AEC_Plate027_004024,0.00081521866
AEB_Plate060_004001,0.00081478356
AEB_Plate042_012015,0.0008145571
AEC_Plate029_004024,0.0008138657
ALB_Plate023_1_016002,0.0008128762
AHA_Plate001_1_007009,0.0008128047
AEB_Plate048_016023,0.0008123815
AHA_Plate008_014004,0.0008119643
AEC_Plate002_010013,0.00081091525
AHA_Plate003_013024,0.000810498
AHA_Plate001_2_006023,0.0008096158
ALB_Plate011_2_007015,0.000809592
AEB_Plate011_006001,0.000809139
ALB_Plate022_1_014024,0.0008081555
ALB_Plate023_2_001014,0.0008078992
AEB_Plate019_004002,0.0008078754
AEB_Plate040_014014,0.0008078158
ALB_Plate003_001019,0.00080703496
AEB_Plate021_015004,0.0008062065
AEB_Plate039_006001,0.0008061469
AEC_Plate026_2_008021,0.00080549717
ALB_Plate001_2_014001,0.0008040905
AHA_Plate007_1_001011,0.0008025527
ALB_Plate010_2_016021,0.0008021176
AEB_Plate044_006001,0.0008019805
AEB_Plate011_016007,0.0008016884
ALB_Plate023_2_005018,0.0008009851
AEC_Plate026_2_014001,0.0007999897
AHA_Plate007_1_016002,0.0007999718
AEB_Plate011_016001,0.0007995248
AEB_Plate020_004023,0.00079931616
ALB_Plate002_2_016012,0.00079929235
AEC_Plate022_004001,0.0007992446
AEC_Plate030_1_011005,0.0007989347
ALB_Plate008_001012,0.00079800485
ALB_Plate002_2_004001,0.00079768896
ALB_Plate011_2_010005,0.0007972956
AEB_Plate018_004016,0.00079718826
AEB_Plate019_014024,0.00079693797
AHA_Plate007_1_016023,0.0007967472
AHA_Plate001_2_006002,0.00079556106
AEB_Plate003_011019,0.00079473853
ALB_Plate025_014007,0.0007938564
ALB_Plate023_2_008023,0.0007938504
AEB_Plate042_004001,0.0007932067
ALB_Plate015_008022,0.00079221727
ALB_Plate022_1_008013,0.00079054834
AEC_Plate025_004019,0.00078912376
AEB_Plate043_005001,0.0007888973
AHA_Plate009_1_006023,0.0007884324
ALB_Plate011_2_004007,0.0007880867
AHA_Plate009_1_001002,0.00078697206
AHA_Plate010_005011,0.000786376
ALB_Plate001_2_011011,0.00078579783
AEB_Plate043_016024,0.0007850528
ALB_Plate023_2_002001,0.0007817447
ALB_Plate022_1_006021,0.00078152417
ALB_Plate023_1_013021,0.00078073144
ALB_Plate001_2_001012,0.00077854993
AEB_Plate035_2_007016,0.0007784724
ALB_Plate009_010012,0.00077762606
AEB_Plate015_004001,0.00077703
ALB_Plate003_014015,0.00077653525
AHA_Plate001_2_010024,0.0007764578
AEB_Plate003_016001,0.00077621936
ALB_Plate001_1_016002,0.0007760048
ALB_Plate011_2_015012,0.0007753074
ALB_Plate001_2_001009,0.0007752478
AEC_Plate029_004002,0.00077512267
ALB_Plate024_005023,0.00077494385
ALB_Plate024_016001,0.0007732987
ALB_Plate022_2_015010,0.0007728219
ALB_Plate001_2_016002,0.0007719517
AEC_Plate025_004002,0.00077158806
ALB_Plate011_1_016022,0.0007707357
AEB_Plate025_006004,0.0007695615
ALB_Plate018_002015,0.00076715945
AEB_Plate019_014008,0.0007671535
AHA_Plate001_1_016024,0.00076569914
AHA_Plate011_2_004023,0.00076475146
AEB_Plate023_010024,0.0007645905
AHA_Plate001_1_015005,0.0007625163
AEC_Plate010_003021,0.0007617056
ALB_Plate008_015018,0.0007612884
ALB_Plate002_1_004001,0.0007603943
ALB_Plate013_014006,0.0007600486
AEB_Plate013_2_001015,0.0007598639
ALB_Plate001_2_006019,0.00075966713
AEB_Plate057_006022,0.00075846317
ALB_Plate009_004024,0.00075807574
ALB_Plate018_008015,0.0007574499
ALB_Plate010_2_011003,0.0007573545
ALB_Plate011_2_012003,0.00075700285
ALB_Plate006_016003,0.00075690745
AEC_Plate029_004023,0.0007564008
AEB_Plate025_006002,0.00075484515
ALB_Plate022_2_002001,0.0007533729
ALB_Plate001_2_004015,0.0007527411
AEB_Plate003_016012,0.00075261
ALB_Plate011_2_010008,0.0007525921
AEB_Plate030_2_007017,0.00075169205
AEC_Plate020_010003,0.0007514417
AHA_Plate008_009006,0.00075070263
AEB_Plate055_016023,0.00074974896
AEC_Plate026_1_004001,0.0007484555
ALB_Plate009_003018,0.0007478356
ALB_Plate006_012005,0.0007475078
ALB_Plate002_1_010010,0.00074653624
AEC_Plate024_004024,0.00074639916
ALB_Plate005_016016,0.00074555876
ALB_Plate001_1_012020,0.000744921
ALB_Plate001_2_010008,0.000743556
ALB_Plate011_2_016015,0.0007421613
AEC_Plate026_1_013001,0.0007393003
AHA_Plate001_1_015015,0.00073887705
AEB_Plate025_006001,0.0007384837
AEC_Plate026_1_013024,0.00073806045
AEC_Plate018_012014,0.00073795917
AEC_Plate031_016023,0.0007379055
AEB_Plate048_015021,0.0007361889
AEC_Plate010_006024,0.0007356644
AEB_Plate023_014024,0.0007351398
ALB_Plate001_2_001001,0.0007343471
AEC_Plate001_012012,0.0007336795
AHA_Plate007_1_002022,0.0007333934
AEC_Plate028_004002,0.0007332504
AEB_Plate005_001011,0.00073316693
AHA_Plate001_2_006001,0.00073131325
AEB_Plate045_016023,0.0007310152
ALB_Plate020_004002,0.0007308483
AEB_Plate020_004024,0.00072959065
AEB_Plate045_016024,0.00072868465
AHA_Plate003_006023,0.00072841643
AEC_Plate031_016002,0.000728184
AHA_Plate007_1_008006,0.00072810054
AEC_Plate002_012010,0.0007277668
ALB_Plate012_004004,0.0007273376
AEC_Plate009_006024,0.00072594883
ALB_Plate001_1_003014,0.0007256091
AHA_Plate009_1_007004,0.0007250309
ALB_Plate022_2_008001,0.0007238925
ALB_Plate023_2_009001,0.000723809
ALB_Plate023_2_014002,0.00072215794
AEB_Plate015_009008,0.00072169304
AEB_Plate031_010023,0.0007213652
ALB_Plate002_1_004002,0.0007203579
ALB_Plate002_1_001022,0.0007202506
AHA_Plate009_1_009003,0.00071702
ALB_Plate002_2_010003,0.00071593525
ALB_Plate022_1_002021,0.00071569084
ALB_Plate017_005007,0.00071525574
AEB_Plate043_016001,0.00071525574
AEC_Plate028_004023,0.00071493984
AHA_Plate009_1_004024,0.0007149279
ALB_Plate003_001006,0.0007145762
ALB_Plate022_2_009024,0.0007142782
AEB_Plate004_016023,0.000714159
ALB_Plate022_2_015014,0.0007141113
AEC_Plate002_014023,0.00071336626
AHA_Plate006_009004,0.0007129669
ALB_Plate011_2_015022,0.0007127762
AEB_Plate025_016001,0.0007127404
AHA_Plate009_1_003006,0.00071027875
ALB_Plate012_008020,0.00070905685
AEC_Plate030_1_006016,0.00070877076
ALB_Plate003_008007,0.00070862175
AHA_Plate003_016024,0.0007080734
AHA_Plate007_2_007020,0.0007078469
AEC_Plate029_004001,0.0007072687
AEC_Plate026_1_004023,0.0007052898
AEC_Plate026_1_004011,0.00070468185
AEC_Plate007_006023,0.0007036686
AEC_Plate001_014023,0.0007029772
AEC_Plate006_006023,0.00070297124
ALB_Plate011_1_015012,0.00070288184
AEB_Plate012_016023,0.0007015824
AEC_Plate030_2_010024,0.00070093275
AEB_Plate012_007020,0.00070040824
AEC_Plate009_006023,0.0007000625
ALB_Plate010_2_004011,0.0007000327
AEB_Plate022_010023,0.0006996572
ALB_Plate016_001008,0.00069807173
